"level","unit_id","unit_title","passage_id","passage_order","sentence_id","sentence_order","sentence_pattern_id","pattern_name","pattern_cefr","is_new_sentence_pattern","lesson_id","lesson_title","sentence","translation","grammar","occurrence_id","token_order","token_id","lexeme_id","sense_id","type","answer","lemma","prompt","prompt_type","partOfSpeech","dictionary_pos","context_pos","semanticRole","chunk_id","chunk_text","chunk_translation","chunk_order","chunk_note","pattern_id","kk_us","ipa_us","ipa_standalone","ipa_in_sentence","kk","ipa","syllables","stress_syllable","display_syllables","note","audio_method","audio_status","word_audio_source","audio_source","sentence_audio_source","license","is_new_word","is_new_pattern","is_new_combination","is_new_content","qa_status"
"A1","a1-u3","家人與人物","a1-u3-l3-p01","3","a1-u3-l3-p01-s01","1","have-possession","have 表示擁有","A1","FALSE","a1-u3-l3","我有兩個兄弟","I have two brothers.","我有兩個兄弟。","數字加複數名詞","a1-u3-l3-t04","4","brothers","brother","brother-general","word","brothers","brother","兄弟","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/ˈbrʌðɚz/","/ˈbrʌð.ɚz/","/ˈbrʌð.ɚz/","","/ˈbrʌðɚz/","/ˈbrʌð.ɚz/","broth-ers","第一音節","broth・ers","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l4-p01","4","a1-u3-l4-p01-s01","1","be-location","be + 地點表達","A1","FALSE","a1-u3-l4","媽媽在家","My mother is at home.","我媽媽在家。","at home 表示在家","a1-u3-l4-t01","1","my-initial","my","my-possessive","word","My","my","我的","meaning","determiner 限定詞","determiner 限定詞","determiner 限定詞","限定","","","","","","","/maɪ/","/maɪ/","/maɪ/","","/maɪ/","/maɪ/","My","單音節","My","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l4-p01","4","a1-u3-l4-p01-s01","1","be-location","be + 地點表達","A1","FALSE","a1-u3-l4","媽媽在家","My mother is at home.","我媽媽在家。","at home 表示在家","a1-u3-l4-t02","2","mother","mother","mother-general","word","mother","mother","媽媽／母親","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/ˈmʌðɚ/","/ˈmʌð.ɚ/","/ˈmʌð.ɚ/","","/ˈmʌðɚ/","/ˈmʌð.ɚ/","moth-er","第一音節","moth・er","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l4-p01","4","a1-u3-l4-p01-s01","1","be-location","be + 地點表達","A1","FALSE","a1-u3-l4","媽媽在家","My mother is at home.","我媽媽在家。","at home 表示在家","a1-u3-l4-t03","3","is","be","be-location-or-time","word","is","be","是","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/ɪz/","/ɪz/","/ɪz/","","/ɪz/","/ɪz/","is","單音節","is","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l4-p01","4","a1-u3-l4-p01-s01","1","be-location","be + 地點表達","A1","FALSE","a1-u3-l4","媽媽在家","My mother is at home.","我媽媽在家。","at home 表示在家","a1-u3-l4-t04","4","at","at","at-location","word","at","at","時間或地點前的介系詞","grammar","preposition 介系詞","preposition 介系詞","preposition 介系詞","時間／地點關係","at-home","at home","在家","1","at home 是常見地點語塊，表示在家。","","/æt/","/æt/","/æt/","","/æt/","/æt/","at","單音節","at","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l4-p01","4","a1-u3-l4-p01-s01","1","be-location","be + 地點表達","A1","FALSE","a1-u3-l4","媽媽在家","My mother is at home.","我媽媽在家。","at home 表示在家","a1-u3-l4-t05","5","home","home","home-general","word","home","home","家","meaning","noun／adverb 名詞／副詞","noun／adverb 名詞／副詞","noun 名詞","地點","at-home","at home","在家","1","at home 是常見地點語塊，表示在家。","","/hom/","/hoʊm/","/hoʊm/","","/hom/","/hoʊm/","home","單音節","home","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l1-p01","1","a1-u4-l1-p01-s01","1","have-possession","have 表示擁有","A1","FALSE","a1-u4-l1","我有一顆蘋果","I have an apple.","我有一顆蘋果。","an 用在母音音素開頭的單數名詞前","a1-u4-l1-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l1-p01","1","a1-u4-l1-p01-s01","1","have-possession","have 表示擁有","A1","FALSE","a1-u4-l1","我有一顆蘋果","I have an apple.","我有一顆蘋果。","an 用在母音音素開頭的單數名詞前","a1-u4-l1-t02","2","have","have","have-general","word","have","have","有","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/hæv/","/hæv/","/hæv/","","/hæv/","/hæv/","have","單音節","have","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l1-p01","1","a1-u4-l1-p01-s01","1","have-possession","have 表示擁有","A1","FALSE","a1-u4-l1","我有一顆蘋果","I have an apple.","我有一顆蘋果。","an 用在母音音素開頭的單數名詞前","a1-u4-l1-t03","3","an","an","an-general","word","an","an","一個","grammar","article 冠詞","article 冠詞","article 冠詞","限定","","","","","","","/ən/","/ən/","/ən/","","/ən/","/ən/","an","單音節","an","中文依名詞自然翻成「一顆蘋果」；量詞來自中文名詞搭配，不是 an 本身的意思。","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l1-p01","1","a1-u4-l1-p01-s01","1","have-possession","have 表示擁有","A1","FALSE","a1-u4-l1","我有一顆蘋果","I have an apple.","我有一顆蘋果。","an 用在母音音素開頭的單數名詞前","a1-u4-l1-t04","4","apple","apple","apple-general","word","apple","apple","蘋果","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/ˈæpəl/","/ˈæp.əl/","/ˈæp.əl/","","/ˈæpəl/","/ˈæp.əl/","ap-ple","第一音節","ap・ple","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l2-p01","2","a1-u4-l2-p01-s01","1","like-preference","like + 名詞表示喜好","A1","TRUE","a1-u4-l2","我喜歡咖啡","I like coffee.","我喜歡咖啡。","like 加名詞表示喜歡某物","a1-u4-l2-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l2-p01","2","a1-u4-l2-p01-s01","1","like-preference","like + 名詞表示喜好","A1","TRUE","a1-u4-l2","我喜歡咖啡","I like coffee.","我喜歡咖啡。","like 加名詞表示喜歡某物","a1-u4-l2-t02","2","like","like","like-general","word","like","like","喜歡","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/laɪk/","/laɪk/","/laɪk/","","/laɪk/","/laɪk/","like","單音節","like","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l2-p01","2","a1-u4-l2-p01-s01","1","like-preference","like + 名詞表示喜好","A1","TRUE","a1-u4-l2","我喜歡咖啡","I like coffee.","我喜歡咖啡。","like 加名詞表示喜歡某物","a1-u4-l2-t03","3","coffee","coffee","coffee-general","word","coffee","coffee","咖啡","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/ˈkɔfi/","/ˈkɑː.fi/","/ˈkɑː.fi/","","/ˈkɔfi/","/ˈkɑː.fi/","cof-fee","第一音節","cof・fee","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l3-p01","3","a1-u4-l3-p01-s01","1","want-object","want + 名詞表示需求","A1","TRUE","a1-u4-l3","我想要一些水","I want some water.","我想要一些水。","some 搭配不可數名詞","a1-u4-l3-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l3-p01","3","a1-u4-l3-p01-s01","1","want-object","want + 名詞表示需求","A1","TRUE","a1-u4-l3","我想要一些水","I want some water.","我想要一些水。","some 搭配不可數名詞","a1-u4-l3-t02","2","want","want","want-general","word","want","want","想要","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/wɑnt/","/wɑːnt/","/wɑːnt/","","/wɑnt/","/wɑːnt/","want","單音節","want","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l3-p01","3","a1-u4-l3-p01-s01","1","want-object","want + 名詞表示需求","A1","TRUE","a1-u4-l3","我想要一些水","I want some water.","我想要一些水。","some 搭配不可數名詞","a1-u4-l3-t03","3","some","some","some-general","word","some","some","一些","meaning","determiner 限定詞","determiner 限定詞","determiner 限定詞","限定","","","","","","","/səm/","/səm/","/səm/","","/səm/","/səm/","some","單音節","some","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l3-p01","3","a1-u4-l3-p01-s01","1","want-object","want + 名詞表示需求","A1","TRUE","a1-u4-l3","我想要一些水","I want some water.","我想要一些水。","some 搭配不可數名詞","a1-u4-l3-t04","4","water","water","water-general","word","water","water","水","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/ˈwɔtɚ/","/ˈwɑː.t̬ɚ/","/ˈwɑː.t̬ɚ/","","/ˈwɔtɚ/","/ˈwɑː.t̬ɚ/","wa-ter","第一音節","wa・ter","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l4-p01","4","a1-u4-l4-p01-s01","1","action-at-location","動作 + at + 地點","A1","TRUE","a1-u4-l4","我在家吃早餐","I eat breakfast at home.","我在家吃早餐。","eat breakfast 與 at home","a1-u4-l4-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l4-p01","4","a1-u4-l4-p01-s01","1","action-at-location","動作 + at + 地點","A1","TRUE","a1-u4-l4","我在家吃早餐","I eat breakfast at home.","我在家吃早餐。","eat breakfast 與 at home","a1-u4-l4-t02","2","eat","eat","eat-general","word","eat","eat","吃","meaning","verb 動詞","verb 動詞","verb 動詞","動作","eat-breakfast","eat breakfast","吃早餐","1","eat breakfast 是常見搭配，表示吃早餐。","","/it/","/iːt/","/iːt/","","/it/","/iːt/","eat","單音節","eat","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l4-p01","4","a1-u4-l4-p01-s01","1","action-at-location","動作 + at + 地點","A1","TRUE","a1-u4-l4","我在家吃早餐","I eat breakfast at home.","我在家吃早餐。","eat breakfast 與 at home","a1-u4-l4-t03","3","breakfast","breakfast","breakfast-general","word","breakfast","breakfast","早餐","meaning","noun 名詞","noun 名詞","noun 名詞","事物","eat-breakfast","eat breakfast","吃早餐","1","eat breakfast 是常見搭配，表示吃早餐。","","/ˈbrɛkfəst/","/ˈbrek.fəst/","/ˈbrek.fəst/","","/ˈbrɛkfəst/","/ˈbrek.fəst/","break-fast","第一音節","break・fast","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l4-p01","4","a1-u4-l4-p01-s01","1","action-at-location","動作 + at + 地點","A1","TRUE","a1-u4-l4","我在家吃早餐","I eat breakfast at home.","我在家吃早餐。","eat breakfast 與 at home","a1-u4-l4-t04","4","at","at","at-location","word","at","at","時間或地點前的介系詞","grammar","preposition 介系詞","preposition 介系詞","preposition 介系詞","時間／地點關係","at-home","at home","在家","2","at home 是常見地點語塊，表示在家。","","/æt/","/æt/","/æt/","","/æt/","/æt/","at","單音節","at","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u4","飲食","a1-u4-l4-p01","4","a1-u4-l4-p01-s01","1","action-at-location","動作 + at + 地點","A1","TRUE","a1-u4-l4","我在家吃早餐","I eat breakfast at home.","我在家吃早餐。","eat breakfast 與 at home","a1-u4-l4-t05","5","home","home","home-general","word","home","home","家","meaning","noun／adverb 名詞／副詞","noun／adverb 名詞／副詞","noun 名詞","地點","at-home","at home","在家","2","at home 是常見地點語塊，表示在家。","","/hom/","/hoʊm/","/hoʊm/","","/hom/","/hoʊm/","home","單音節","home","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l1-p01","1","a1-u5-l1-p01-s01","1","go-to-place","go to + 地點／目的地","A1","TRUE","a1-u5-l1","我去上班","I go to work.","我去上班。","go to work 是常用語塊","a1-u5-l1-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l1-p01","1","a1-u5-l1-p01-s01","1","go-to-place","go to + 地點／目的地","A1","TRUE","a1-u5-l1","我去上班","I go to work.","我去上班。","go to work 是常用語塊","a1-u5-l1-t02","2","go","go","go-general","word","go","go","去","meaning","verb 動詞","verb 動詞","verb 動詞","移動","go-to-work","go to work","去上班","1","go to work 是常見搭配，整體表示去上班。","","/go/","/ɡoʊ/","/ɡoʊ/","","/go/","/ɡoʊ/","go","單音節","go","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l1-p01","1","a1-u5-l1-p01-s01","1","go-to-place","go to + 地點／目的地","A1","TRUE","a1-u5-l1","我去上班","I go to work.","我去上班。","go to work 是常用語塊","a1-u5-l1-t03","3","to-preposition","to","to-destination","word","to","to","方向或目的地前的介系詞","grammar","preposition 介系詞","preposition／infinitive marker 介系詞／不定詞標記","preposition 介系詞","方向／目的地","go-to-work","go to work","去上班","1","go to work 是常見搭配，整體表示去上班。","","/tə/","/tə/","/tə/","","/tə/","/tə/","to","單音節","to","","not_configured","pending","","","","pending","FALSE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l1-p01","1","a1-u5-l1-p01-s01","1","go-to-place","go to + 地點／目的地","A1","TRUE","a1-u5-l1","我去上班","I go to work.","我去上班。","go to work 是常用語塊","a1-u5-l1-t04","4","work","work","work-noun","word","work","work","工作／上班","meaning","verb／noun 動詞／名詞","verb／noun 動詞／名詞","noun 名詞","工作／目的地","go-to-work","go to work","去上班","1","go to work 是常見搭配，整體表示去上班。","","/wɝk/","/wɝːk/","/wɝːk/","","/wɝk/","/wɝːk/","work","單音節","work","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l2-p01","2","a1-u5-l2-p01-s01","1","action-at-time","動作 + at + 時間","A1","TRUE","a1-u5-l2","我七點起床","I get up at seven.","我七點起床。","get up 與 at 加時間","a1-u5-l2-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l2-p01","2","a1-u5-l2-p01-s01","1","action-at-time","動作 + at + 時間","A1","TRUE","a1-u5-l2","我七點起床","I get up at seven.","我七點起床。","get up 與 at 加時間","a1-u5-l2-t02","2","get","get","get-general","word","get","get","「get up」的第一個字","context","verb 動詞","verb 動詞","verb 動詞","片語動詞構成","get-up","get up","起床","1","get up 是片語動詞，整體意思是起床；不可把兩字硬拆成「取得、向上」。","","/gɛt/","/ɡet/","/ɡet/","","/gɛt/","/ɡet/","get","單音節","get","在本課與 up 組成 get up；不要單獨解釋成「取得」。","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l2-p01","2","a1-u5-l2-p01-s01","1","action-at-time","動作 + at + 時間","A1","TRUE","a1-u5-l2","我七點起床","I get up at seven.","我七點起床。","get up 與 at 加時間","a1-u5-l2-t03","3","up","up","up-general","word","up","up","完成「get up」片語","context","particle 小品詞","particle 小品詞","particle 小品詞","片語動詞構成","get-up","get up","起床","1","get up 是片語動詞，整體意思是起床；不可把兩字硬拆成「取得、向上」。","","/ʌp/","/ʌp/","/ʌp/","","/ʌp/","/ʌp/","up","單音節","up","在本課與 get 組成 get up；不要單獨解釋成「向上」。","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l2-p01","2","a1-u5-l2-p01-s01","1","action-at-time","動作 + at + 時間","A1","TRUE","a1-u5-l2","我七點起床","I get up at seven.","我七點起床。","get up 與 at 加時間","a1-u5-l2-t04","4","at","at","at-time","word","at","at","時間或地點前的介系詞","grammar","preposition 介系詞","preposition 介系詞","preposition 介系詞","時間／地點關係","at-seven","at seven","在七點","2","at 加整點時間；本組合表示在七點。","at-clock-time","/æt/","/æt/","/æt/","","/æt/","/æt/","at","單音節","at","","not_configured","pending","","","","pending","FALSE","TRUE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l2-p01","2","a1-u5-l2-p01-s01","1","action-at-time","動作 + at + 時間","A1","TRUE","a1-u5-l2","我七點起床","I get up at seven.","我七點起床。","get up 與 at 加時間","a1-u5-l2-t05","5","seven","seven","seven-general","word","seven","seven","七","meaning","number 數詞","number 數詞","number 數詞","數量／時間","at-seven","at seven","在七點","2","at 加整點時間；本組合表示在七點。","at-clock-time","/ˈsɛvən/","/ˈsev.ən/","/ˈsev.ən/","","/ˈsɛvən/","/ˈsev.ən/","sev-en","第一音節","sev・en","","not_configured","pending","","","","pending","TRUE","TRUE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l3-p01","3","a1-u5-l3-p01-s01","1","play-sport","play + 球類運動","A1","TRUE","a1-u5-l3","我打羽球","I play badminton.","我打羽球。","play 加球類運動","a1-u5-l3-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l3-p01","3","a1-u5-l3-p01-s01","1","play-sport","play + 球類運動","A1","TRUE","a1-u5-l3","我打羽球","I play badminton.","我打羽球。","play 加球類運動","a1-u5-l3-t02","2","play","play","play-general","word","play","play","打／玩","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/ple/","/pleɪ/","/pleɪ/","","/ple/","/pleɪ/","play","單音節","play","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l3-p01","3","a1-u5-l3-p01-s01","1","play-sport","play + 球類運動","A1","TRUE","a1-u5-l3","我打羽球","I play badminton.","我打羽球。","play 加球類運動","a1-u5-l3-t03","3","badminton","badminton","badminton-general","word","badminton","badminton","羽球","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/ˈbædmɪntən/","/ˈbæd.mɪn.tən/","/ˈbæd.mɪn.tən/","","/ˈbædmɪntən/","/ˈbæd.mɪn.tən/","bad-min-ton","第一音節","bad・min・ton","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l4-p01","4","a1-u5-l4-p01-s01","1","action-at-time","動作 + at + 時間","A1","FALSE","a1-u5-l4","我晚上看電視","I watch TV at night.","我晚上看電視。","watch TV 與 at night","a1-u5-l4-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l4-p01","4","a1-u5-l4-p01-s01","1","action-at-time","動作 + at + 時間","A1","FALSE","a1-u5-l4","我晚上看電視","I watch TV at night.","我晚上看電視。","watch TV 與 at night","a1-u5-l4-t02","2","watch","watch","watch-general","word","watch","watch","看","meaning","verb 動詞","verb 動詞","verb 動詞","動作","watch-tv","watch TV","看電視","1","watch TV 是常見搭配，表示看電視。","","/wɑtʃ/","/wɑːtʃ/","/wɑːtʃ/","","/wɑtʃ/","/wɑːtʃ/","watch","單音節","watch","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l4-p01","4","a1-u5-l4-p01-s01","1","action-at-time","動作 + at + 時間","A1","FALSE","a1-u5-l4","我晚上看電視","I watch TV at night.","我晚上看電視。","watch TV 與 at night","a1-u5-l4-t03","3","tv","tv","tv-general","word","TV","TV","電視","meaning","noun 名詞","noun 名詞","noun 名詞","事物","watch-tv","watch TV","看電視","1","watch TV 是常見搭配，表示看電視。","","/ˌtiˈvi/","/ˌtiːˈviː/","/ˌtiːˈviː/","","/ˌtiˈvi/","/ˌtiːˈviː/","T-V","第二音節","T・V","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l4-p01","4","a1-u5-l4-p01-s01","1","action-at-time","動作 + at + 時間","A1","FALSE","a1-u5-l4","我晚上看電視","I watch TV at night.","我晚上看電視。","watch TV 與 at night","a1-u5-l4-t04","4","at","at","at-time","word","at","at","時間或地點前的介系詞","grammar","preposition 介系詞","preposition 介系詞","preposition 介系詞","時間／地點關係","at-night","at night","在晚上","2","at night 是常見時間語塊，表示在晚上。","","/æt/","/æt/","/æt/","","/æt/","/æt/","at","單音節","at","","not_configured","pending","","","","pending","FALSE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u5","日常活動","a1-u5-l4-p01","4","a1-u5-l4-p01-s01","1","action-at-time","動作 + at + 時間","A1","FALSE","a1-u5-l4","我晚上看電視","I watch TV at night.","我晚上看電視。","watch TV 與 at night","a1-u5-l4-t05","5","night","night","night-general","word","night","night","晚上","meaning","noun 名詞","noun 名詞","noun 名詞","時間","at-night","at night","在晚上","2","at night 是常見時間語塊，表示在晚上。","","/naɪt/","/naɪt/","/naɪt/","","/naɪt/","/naɪt/","night","單音節","night","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u6","時間與日期","a1-u6-l1-p01","1","a1-u6-l1-p01-s01","1","it-be-time","It is + 時間","A1","TRUE","a1-u6-l1","現在八點","It is eight o'clock.","現在是八點。","It is ... 表示時間","a1-u6-l1-t01","1","it","it","it-general","word","It","it","形式主詞（中文通常不翻譯）","grammar","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","形式主詞","","","","","","","/ɪt/","/ɪt/","/ɪt/","","/ɪt/","/ɪt/","It","單音節","It","談時間、天氣或距離時，英文常使用 it 作為形式主詞。","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u6","時間與日期","a1-u6-l1-p01","1","a1-u6-l1-p01-s01","1","it-be-time","It is + 時間","A1","TRUE","a1-u6-l1","現在八點","It is eight o'clock.","現在是八點。","It is ... 表示時間","a1-u6-l1-t02","2","is","be","be-identification","word","is","be","是","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/ɪz/","/ɪz/","/ɪz/","","/ɪz/","/ɪz/","is","單音節","is","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u6","時間與日期","a1-u6-l1-p01","1","a1-u6-l1-p01-s01","1","it-be-time","It is + 時間","A1","TRUE","a1-u6-l1","現在八點","It is eight o'clock.","現在是八點。","It is ... 表示時間","a1-u6-l1-t03","3","eight","eight","eight-general","word","eight","eight","八","meaning","number 數詞","number 數詞","number 數詞","數量／時間","eight-oclock","eight o'clock","八點","1","數字加 o'clock 表示整點時間。","","/et/","/eɪt/","/eɪt/","","/et/","/eɪt/","eight","單音節","eight","","not_configured","pending","","","","pending","TRUE","FALSE","TRUE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
